,Unnamed: 0,hot_100_url,WeekID,Week Positon,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Genres,spotify_track_id,spotify_track_preview_url,Duration (ms),Explicit,Album,Danceability,Energy,Key,Loudness (db),Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Popularity,Predictions,pca1,pca2
9740,9740,http://www.billboard.com/charts/hot-100/2012-05-26,2012-05-26,32,Fly Over States,Jason Aldean,Fly Over StatesJason Aldean,1,34.0,32,12,"['contemporary country', 'country', 'country road']",17X2tSzibD9n9QRjdExcWT,https://p.scdn.co/mp3-preview/65eecd07ecc269bfbb9580b8a7c218e911719e41?cid=b8d3901151d34489a160e3cf0ab1fa94,218200.0,0.0,My Kinda Party,0.487,0.736,7.0,-3.269,1.0,0.0326,0.069,0.0,0.114,0.184,81.587,4.0,61.0,4,-0.40065414095232416,-1.7943022055218758
2705,2705,http://www.billboard.com/charts/hot-100/2012-05-26,2012-05-26,5,Wild Ones,Flo Rida Featuring Sia,Wild OnesFlo Rida Featuring Sia,2,5.0,5,19,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",1NpW5kyvO4XrNJ3rnfcNy3,https://p.scdn.co/mp3-preview/71c5f5c4d28a0b0ba5224b88b9f80e61597dd5d4?cid=b8d3901151d34489a160e3cf0ab1fa94,232946.0,0.0,Wild Ones,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,4.0,77.0,4,-1.0731344012488775,-0.6799156325212848
17740,17740,http://www.billboard.com/charts/hot-100/2012-05-26,2012-05-26,68,Yesterday,Adam Levine & Tony Lucca,YesterdayAdam Levine & Tony Lucca,1,,68,1,['pop rock'],5fvETjmhp6xoCQKVAjklVE,,131186.0,0.0,Yesterday (The Voice Performance),0.626,0.25,4.0,-9.981,1.0,0.0254,0.849,0.0,0.117,0.345,90.981,4.0,46.0,7,3.6985611798679514,-0.7878407277042636
21227,21227,http://www.billboard.com/charts/hot-100/2012-05-26,2012-05-26,85,The Prayer,Christina Aguilera & Chris Mann,The PrayerChristina Aguilera & Chris Mann,1,,85,1,"['dance pop', 'pop', 'post-teen pop', 'r&b']",7eEYuH17fOI941ktLbEzOD,,188560.0,0.0,The Prayer (The Voice Performance),0.287,0.416,8.0,-5.84,1.0,0.0327,0.889,0.0,0.167,0.169,85.057,4.0,36.0,7,2.8327608294736386,-2.3725426557398186
20737,20737,http://www.billboard.com/charts/hot-100/2012-05-26,2012-05-26,83,I Believe I Can Fly,Jermaine Paul,I Believe I Can FlyJermaine Paul,1,,83,1,['deep talent show'],6YRrsapstM9gOkObdJQMOG,,205226.0,0.0,I Believe I Can Fly (The Voice Performance),0.349,0.686,4.0,-5.867,0.0,0.0529,0.208,0.0,0.119,0.194,120.637,4.0,18.0,1,0.5489518103956954,-1.5129089739814663
6197,6197,http://www.billboard.com/charts/hot-100/2012-05-26,2012-05-26,17,Dance Again,Jennifer Lopez Featuring Pitbull,Dance AgainJennifer Lopez Featuring Pitbull,1,20.0,17,6,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",4d2hD63oUGU3s7L66JD0BE,https://p.scdn.co/mp3-preview/2d288b4a7117b800a3bf561a3686f39fbe17a40a?cid=b8d3901151d34489a160e3cf0ab1fa94,237266.0,0.0,Dance Again...The Hits,0.792,0.856,11.0,-5.236,0.0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,4.0,66.0,3,-1.761409053091465,0.057701279305247204
20904,20904,http://www.billboard.com/charts/hot-100/2012-06-02,2012-06-02,84,Fine By Me,Andy Grammer,Fine By MeAndy Grammer,1,92.0,84,7,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",4wTChU0tU44TAMC0xcQizi,https://p.scdn.co/mp3-preview/d52a87c2d290bbf9dcfec9649a048d6c237803ea?cid=b8d3901151d34489a160e3cf0ab1fa94,172893.0,0.0,Andy Grammer,0.583,0.791,11.0,-4.087,1.0,0.0318,0.00877,0.0,0.0451,0.878,89.993,4.0,65.0,0,-1.8321412441719536,-1.1336695342316434
4229,4229,http://www.billboard.com/charts/hot-100/2012-06-02,2012-06-02,10,Drive By,Train,Drive ByTrain,1,10.0,10,19,"['neo mellow', 'pop', 'pop rock']",0KAiuUOrLTIkzkpfpn9jb9,https://p.scdn.co/mp3-preview/865f82fe864c025256b3871e0317d5d2229be147?cid=b8d3901151d34489a160e3cf0ab1fa94,195973.0,0.0,California 37,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,4.0,74.0,0,-2.089421022069711,-0.2949566111375897
4868,4868,http://www.billboard.com/charts/hot-100/2012-06-02,2012-06-02,12,Feel So Close,Calvin Harris,Feel So CloseCalvin Harris,1,12.0,12,15,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",1gihuPhrLraKYrJMAEONyc,https://p.scdn.co/mp3-preview/1bb301a77b9116d35a5dfba254d7756482f565dc?cid=b8d3901151d34489a160e3cf0ab1fa94,206413.0,0.0,18 Months,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,4.0,75.0,0,-2.8941759185502844,-0.8974411590202817
21320,21320,http://www.billboard.com/charts/hot-100/2012-06-02,2012-06-02,86,Got My Country On,Chris Cagle,Got My Country OnChris Cagle,1,93.0,86,8,"['contemporary country', 'country', 'country road', 'modern country rock']",6EZgdjK4buOwWrmkTVbv7c,,233786.0,0.0,Back In The Saddle,0.505,0.839,7.0,-4.557,1.0,0.0538,0.185,0.0,0.0406,0.511,160.154,4.0,44.0,4,-0.9858072085797394,-1.5988036103400798
12935,12935,http://www.billboard.com/charts/hot-100/2012-06-02,2012-06-02,46,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,UP!LoveRance Featuring IamSu & Skipper or 50 Cent,1,48.0,46,12,[],1lqKgoo11HKUoMpbouC7I4,https://p.scdn.co/mp3-preview/ad1b4c462a7774129d6e9252a4d45b882149d17a?cid=b8d3901151d34489a160e3cf0ab1fa94,257055.0,1.0,UP! (Beat The P*ssy Up),0.881,0.416,1.0,-13.488,1.0,0.158,0.322,0.0,0.0927,0.468,96.997,4.0,50.0,6,2.9233304942649814,1.7882491033951353
20043,20043,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,80,Crew Love,Drake Featuring The Weeknd,Crew LoveDrake Featuring The Weeknd,1,82.0,80,10,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0V4l4GQhgnWQGtCWpvA7va,,208813.0,1.0,Take Care (Deluxe),0.418,0.546,0.0,-9.057,0.0,0.238,0.227,0.0,0.229,0.294,160.152,4.0,70.0,6,1.5068667114106697,1.0602994279351425
9942,9942,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,33,Faded,Tyga Featuring Lil Wayne,FadedTyga Featuring Lil Wayne,1,36.0,33,19,"['pop rap', 'rap', 'trap']",2NRUU0gP1d8Yif8CpsCW8l,,206666.0,1.0,Careless World: Rise Of The Last King,0.832,0.647,1.0,-8.484,1.0,0.208,0.00997,0.0,0.355,0.281,95.109,4.0,62.0,9,0.488448919512735,1.814662446233998
5948,5948,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,16,Brokenhearted,Karmin,BrokenheartedKarmin,1,23.0,16,12,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",4urcG6Nfubqsuqy3juMjBi,https://p.scdn.co/mp3-preview/78d71b66c2fe09fe1ff646b1175da554852db8bb?cid=b8d3901151d34489a160e3cf0ab1fa94,227146.0,0.0,Hello,0.765,0.765,1.0,-2.732,0.0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,4.0,62.0,0,-2.1229986066904427,-0.2302169050988282
6829,6829,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,19,Springsteen,Eric Church,SpringsteenEric Church,1,20.0,19,13,"['contemporary country', 'country', 'country road', 'modern country rock']",05ZACkzW8YbRq3eFgIfSNB,,263386.0,0.0,Chief,0.692,0.809,2.0,-5.935,1.0,0.0255,0.1,9.77e-05,0.185,0.927,104.023,4.0,74.0,0,-1.3862261272074525,-1.0417692784895085
19212,19212,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,76,Around My Way (Freedom Ain't Free),Lupe Fiasco,Around My Way (Freedom Ain't Free)Lupe Fiasco,1,,76,1,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",2Vba5MBCdGqcE57GSiOstv,https://p.scdn.co/mp3-preview/eb4512ccd876f902ac233e6f2c7ab7954831c09b?cid=b8d3901151d34489a160e3cf0ab1fa94,255773.0,1.0,Food & Liquor II: The Great American Rap Album Pt. 1,0.482,0.877,8.0,-3.714,0.0,0.374,0.0526,0.0,0.366,0.635,205.037,4.0,45.0,2,-2.0561715708531816,1.6173947745947599
22255,22255,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,90,Undefeated,Jason Derulo,UndefeatedJason Derulo,1,,90,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",5jAgU2QzailYWu02FzkxsT,https://p.scdn.co/mp3-preview/413018430c3997f3e65241cddf6b81abb2ce948c?cid=b8d3901151d34489a160e3cf0ab1fa94,216280.0,0.0,Undefeated,0.612,0.835,0.0,-4.158,1.0,0.0388,0.000474,0.0,0.293,0.549,129.915,4.0,46.0,0,-1.60393523622145,-1.1908313945734037
9182,9182,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,29,Somethin' 'Bout A Truck,Kip Moore,Somethin' 'Bout A TruckKip Moore,1,31.0,29,16,"['contemporary country', 'country', 'country road', 'modern country rock']",6Ymvlzom4TQeoKqAWsZRD8,,213826.0,0.0,Up All Night,0.554,0.794,11.0,-5.417,1.0,0.035,0.0697,0.0,0.63,0.79,176.01,4.0,67.0,0,-2.049033972961376,-0.9461761911453329
14048,14048,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,52,Better Than I Used To Be,Tim McGraw,Better Than I Used To BeTim McGraw,2,57.0,52,19,"['contemporary country', 'country', 'country road']",0MT21PlGXvd67TNk3ski6c,https://p.scdn.co/mp3-preview/58bba854314aa1bbba102b67c86a30e71474c602?cid=b8d3901151d34489a160e3cf0ab1fa94,201000.0,0.0,Emotional Traffic,0.452,0.566,5.0,-5.964,1.0,0.0292,0.175,1.24e-05,0.0888,0.407,138.154,4.0,51.0,1,0.4376701131610304,-1.5904508607834151
13692,13692,http://www.billboard.com/charts/hot-100/2012-06-09,2012-06-09,50,No Hurry,Zac Brown Band,No HurryZac Brown Band,1,56.0,50,12,"['contemporary country', 'country', 'country road', 'modern country rock']",020ffiIfWvx5EH9VJ8Dkg2,https://p.scdn.co/mp3-preview/3512187ad48fea036affbbf63f73fa76234682e4?cid=b8d3901151d34489a160e3cf0ab1fa94,226226.0,0.0,You Get What You Give (Deluxe),0.564,0.531,3.0,-5.809,1.0,0.0287,0.376,0.0,0.312,0.407,146.018,4.0,50.0,1,0.6472833406342834,-1.292937241907034
21142,21142,http://www.billboard.com/charts/hot-100/2012-06-16,2012-06-16,85,I'm All Yours,Jay Sean Featuring Pitbull,I'm All YoursJay Sean Featuring Pitbull,1,,85,1,"['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",4RP3afrf3AVFV1rTO0hFZh,,218573.0,0.0,I'm All Yours,0.666,0.89,0.0,-4.083,0.0,0.0402,0.0257,0.0,0.339,0.709,128.048,4.0,47.0,0,-2.11841225376063,-0.5326326619781908
22727,22727,http://www.billboard.com/charts/hot-100/2012-06-16,2012-06-16,92,Same Damn Time,Future,Same Damn TimeFuture,3,92.0,92,5,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2krzD9gBw8tI3fmFyCv4sR,https://p.scdn.co/mp3-preview/bac9b715faf1ef2eafb33cfcb2dc1eb09fc73482?cid=b8d3901151d34489a160e3cf0ab1fa94,273000.0,0.0,Pluto,0.718,0.862,11.0,-4.915,1.0,0.0445,0.0135,0.0,0.24,0.305,138.97,4.0,48.0,0,-1.2147356503265736,-0.9042001926849307
4522,4522,http://www.billboard.com/charts/hot-100/2012-06-16,2012-06-16,11,Back In Time,Pitbull,Back In TimePitbull,2,14.0,11,9,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",3eQlGeyuSibgAGPEJugaDW,https://p.scdn.co/mp3-preview/f8074e5506727ae145dd10ec62938fff40a13af4?cid=b8d3901151d34489a160e3cf0ab1fa94,207760.0,0.0,Global Warming: Meltdown (Deluxe Version),0.731,0.915,0.0,-4.453,1.0,0.043,0.00191,1.16e-06,0.324,0.789,127.086,4.0,54.0,0,-2.315444843945631,-0.7242321062572088
2632,2632,http://www.billboard.com/charts/hot-100/2012-06-16,2012-06-16,5,Starships,Nicki Minaj,StarshipsNicki Minaj,1,5.0,5,16,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",1oHNvJVbFkexQc0BpQp7Y4,,210626.0,1.0,Pink Friday ... Roman Reloaded,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,4.0,69.0,3,-1.7833556751523578,1.155856502481267
758,758,http://www.billboard.com/charts/hot-100/2012-06-16,2012-06-16,1,Somebody That I Used To Know,Gotye Featuring Kimbra,Somebody That I Used To KnowGotye Featuring Kimbra,1,1.0,1,22,['australian pop'],4wCmqSrbyCgxEXROQE6vtV,,244973.0,0.0,Making Mirrors,0.857,0.517,0.0,-6.972,1.0,0.0384,0.565,0.000195,0.102,0.754,129.063,4.0,77.0,1,0.8459963710525152,-0.42941781013507974
13180,13180,http://www.billboard.com/charts/hot-100/2012-06-16,2012-06-16,48,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,Beez In The TrapNicki Minaj Featuring 2 Chainz,1,49.0,48,9,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",4It00tEYLwpjQtAhqnjCPC,,268493.0,1.0,Pink Friday ... Roman Reloaded (Deluxe),0.814,0.782,9.0,-6.005,1.0,0.218,0.0227,0.00167,0.0956,0.683,150.011,4.0,61.0,2,-1.1349384184763296,1.512308390448307
6202,6202,http://www.billboard.com/charts/hot-100/2012-06-16,2012-06-16,17,Die In Your Arms,Justin Bieber,Die In Your ArmsJustin Bieber,1,,17,1,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",23taOWrpWaAtU8rVN7hiNu,,237293.0,0.0,Believe (Deluxe Edition),0.568,0.878,7.0,-5.094,1.0,0.0933,0.0309,4.26e-06,0.213,0.725,171.723,4.0,61.0,0,-1.8785896419089598,-1.0063443498897693
18451,18451,http://www.billboard.com/charts/hot-100/2012-06-23,2012-06-23,72,Get Low,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida","Get LowWaka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",1,,72,1,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",119pE59HeIqBiaXHbw7B1M,https://p.scdn.co/mp3-preview/0f026261d38cd09fc7d4af019b727654d82f846c?cid=b8d3901151d34489a160e3cf0ab1fa94,256120.0,1.0,Triple F Life: Friend,0.802,0.837,8.0,-6.269,1.0,0.13,0.12,0.0,0.288,0.83,124.951,4.0,44.0,3,-1.4123085605310126,1.118935947920817
7414,7414,http://www.billboard.com/charts/hot-100/2012-06-23,2012-06-23,22,All Around The World,Justin Bieber Featuring Ludacris,All Around The WorldJustin Bieber Featuring Ludacris,1,,22,1,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1Mg8vLBYwizu7AuhYQO64V,,244546.0,0.0,Believe (Deluxe Edition),0.689,0.816,3.0,-3.951,0.0,0.178,0.019,2.42e-06,0.181,0.775,127.958,4.0,64.0,3,-1.8870995532141823,0.11379574444588246
11108,11108,http://www.billboard.com/charts/hot-100/2012-06-23,2012-06-23,38,My Homies Still,Lil Wayne Featuring Big Sean,My Homies StillLil Wayne Featuring Big Sean,1,,38,1,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1cji6jI9LQ5zaStXrydl7F,,246560.0,1.0,I Am Not A Human Being II (Deluxe),0.749,0.643,1.0,-5.537,1.0,0.257,0.00124,0.0,0.111,0.472,74.996,4.0,49.0,8,-0.08335249249114716,1.3915398956656106
8809,8809,http://www.billboard.com/charts/hot-100/2012-06-23,2012-06-23,28,Drank In My Cup,Kirko Bangz,Drank In My CupKirko Bangz,1,29.0,28,18,"['deep pop r&b', 'pop rap', 'rap', 'southern hip hop', 'trap']",3m8CQnnfJJp4eQMWWl3zay,https://p.scdn.co/mp3-preview/9d0efab24e8833111467981949dd58c4fb7a0e43?cid=b8d3901151d34489a160e3cf0ab1fa94,232160.0,1.0,Drank In My Cup,0.451,0.632,8.0,-7.98,0.0,0.297,0.0114,0.0,0.198,0.234,132.89,4.0,63.0,8,0.7096220412434653,1.3899610509306946
13575,13575,http://www.billboard.com/charts/hot-100/2012-06-30,2012-06-30,49,You Don't Know Her Like I Do,Brantley Gilbert,You Don't Know Her Like I DoBrantley Gilbert,2,50.0,49,21,"['contemporary country', 'country', 'country road', 'modern country rock']",4WnY4W5KrqglCdIus8X9Bo,,286520.0,0.0,Halfway To Heaven (Deluxe Edition),0.49,0.716,4.0,-6.681,1.0,0.0441,0.022,0.00048,0.0526,0.288,74.988,4.0,59.0,1,0.39589431920314994,-1.7654249867583407
16281,16281,http://www.billboard.com/charts/hot-100/2012-07-07,2012-07-07,62,How We Do (Party),Rita Ora,How We Do (Party)Rita Ora,1,68.0,62,5,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",56cQwIA14AQRdyWsu2Abdb,https://p.scdn.co/mp3-preview/1ede0f8583fb2dbc44666208eef058712c5febb4?cid=b8d3901151d34489a160e3cf0ab1fa94,247213.0,1.0,How We Do (Party),0.739,0.926,7.0,-3.927,1.0,0.0725,0.00298,0.0,0.108,0.718,116.03,4.0,48.0,3,-2.0317455458897022,0.41802521841570667
23366,23366,http://www.billboard.com/charts/hot-100/2012-07-07,2012-07-07,95,Right Here,Justin Bieber Featuring Drake,Right HereJustin Bieber Featuring Drake,1,,95,1,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",7vjtAU3Ns1AT4dRa0voHBJ,,204186.0,0.0,Believe (Deluxe Edition),0.639,0.57,1.0,-4.966,1.0,0.042,0.0233,0.0,0.329,0.728,92.073,4.0,58.0,4,-0.7517106853280171,-0.8384914453807516
5969,5969,http://www.billboard.com/charts/hot-100/2012-07-07,2012-07-07,16,Drunk On You,Luke Bryan,Drunk On YouLuke Bryan,2,16.0,16,17,"['contemporary country', 'country', 'country road']",3b7CDTKB0SRTmQ6ytYi5vZ,,213546.0,0.0,Tailgates & Tanlines,0.558,0.872,9.0,-4.401,1.0,0.0449,0.178,0.0,0.173,0.472,143.971,4.0,65.0,0,-1.235193612144672,-1.3730100469049942
9062,9062,http://www.billboard.com/charts/hot-100/2012-07-07,2012-07-07,29,Even If It Breaks Your Heart,Eli Young Band,Even If It Breaks Your HeartEli Young Band,1,33.0,29,15,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'texas country']",0Nu9WA8kEbBWEsay2s8Q0U,,220520.0,0.0,Life At Best,0.667,0.527,0.0,-4.6,1.0,0.0277,0.000159,0.0117,0.0969,0.664,104.032,4.0,66.0,4,-0.42598812845262507,-0.9646031210713394
2699,2699,http://www.billboard.com/charts/hot-100/2012-07-14,2012-07-14,5,Where Have You Been,Rihanna,Where Have You BeenRihanna,2,5.0,5,11,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",5WQQIDU3HRaMyPkob8mpFb,,242680.0,0.0,Talk That Talk,0.719,0.847,0.0,-6.34,0.0,0.0916,0.00201,0.0204,0.221,0.444,127.963,4.0,68.0,3,-0.9206056578972457,-0.14866570084186115
23333,23333,http://www.billboard.com/charts/hot-100/2012-07-14,2012-07-14,95,Lost In The Echo,Linkin Park,Lost In The EchoLinkin Park,1,,95,1,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2oNYsdCasRRlz1shXFAz7D,https://p.scdn.co/mp3-preview/65cf2b98b08d27f45ae7385209d40cf8a4a78be9?cid=b8d3901151d34489a160e3cf0ab1fa94,205120.0,0.0,LIVING THINGS,0.546,0.98,9.0,-3.02,0.0,0.0619,0.0154,0.0,0.31,0.478,120.037,4.0,67.0,0,-2.2851196425461158,-0.8637338879661971
23790,23790,http://www.billboard.com/charts/hot-100/2012-07-14,2012-07-14,97,Windows Down,Big Time Rush,Windows DownBig Time Rush,1,,97,1,"['boy band', 'dance pop', 'pop', 'post-teen pop']",3oLXQgbcC34Oo4gFHCeTmi,https://p.scdn.co/mp3-preview/9b0870df2c7ffd7c290cdeb58f710dbcaf154b57?cid=b8d3901151d34489a160e3cf0ab1fa94,192933.0,0.0,Elevate,0.619,0.931,11.0,-3.44,0.0,0.068,0.00456,0.0,0.0996,0.82,129.957,4.0,53.0,0,-2.563601637117896,-0.48876521001128626
20203,20203,http://www.billboard.com/charts/hot-100/2012-07-14,2012-07-14,80,Wipe Your Eyes,Maroon 5,Wipe Your EyesMaroon 5,1,,80,1,"['pop', 'pop rock']",1c2MXiju7DNPSfsKoVbHlg,,214853.0,0.0,Overexposed (Deluxe),0.604,0.894,4.0,-3.612,0.0,0.035,0.0645,0.0,0.253,0.611,137.047,4.0,44.0,0,-1.9709940912340955,-0.7986607973477353
10560,10560,http://www.billboard.com/charts/hot-100/2012-07-21,2012-07-21,36,Cashin' Out,Ca$h Out,Cashin' OutCa$h Out,1,39.0,36,13,"['atl hip hop', 'deep southern trap', 'rap', 'southern hip hop', 'trap']",1POAx4NMLOBPVKZUSsBh92,https://p.scdn.co/mp3-preview/fd02a31e9bfe913ccba49eed94067c5db3aeed2e?cid=b8d3901151d34489a160e3cf0ab1fa94,238760.0,1.0,Cashin' Out,0.831,0.665,1.0,-3.627,0.0,0.0711,0.149,0.0,0.0636,0.663,129.989,4.0,58.0,2,-0.9053643750124161,1.2073852671489425
8276,8276,http://www.billboard.com/charts/hot-100/2012-07-21,2012-07-21,25,The Fighter,Gym Class Heroes Featuring Ryan Tedder,The FighterGym Class Heroes Featuring Ryan Tedder,1,25.0,25,8,"['dance pop', 'pop', 'pop rap']",77ZdAoTHYoF6Umo76HFD4m,https://p.scdn.co/mp3-preview/5c5234da5aa5360491e1267dc8a632c3169095ea?cid=b8d3901151d34489a160e3cf0ab1fa94,228533.0,0.0,The Papercut Chronicles II,0.592,0.926,7.0,-3.469,1.0,0.126,0.0775,0.0,0.187,0.432,99.018,4.0,61.0,0,-1.5604022901815782,-1.0510056821181928
11336,11336,http://www.billboard.com/charts/hot-100/2012-07-21,2012-07-21,39,One Thing,One Direction,One ThingOne Direction,2,41.0,39,15,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",5G2c6FsfTzgYUzageCmfXY,https://p.scdn.co/mp3-preview/f211f125292ebc47b63b3112b8869c9c6089392e?cid=b8d3901151d34489a160e3cf0ab1fa94,197600.0,0.0,Up All Night,0.713,0.718,2.0,-3.806,1.0,0.0278,0.00233,0.0,0.0838,0.656,126.999,4.0,70.0,0,-1.4007595463119298,-0.8537329599370027
19699,19699,http://www.billboard.com/charts/hot-100/2012-07-21,2012-07-21,78,I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross,I Wish You WouldDJ Khaled Featuring Kanye West & Rick Ross,1,,78,1,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0n0HybfiBU3YDQNVtWugtm,,237346.0,1.0,Kiss The Ring (Deluxe),0.71,0.873,5.0,-1.289,1.0,0.0524,0.0542,0.0,0.354,0.627,141.986,4.0,51.0,3,-2.4954563646824126,0.2218201189219184
7666,7666,http://www.billboard.com/charts/hot-100/2012-07-28,2012-07-28,23,Come Over,Kenny Chesney,Come OverKenny Chesney,1,23.0,23,9,"['contemporary country', 'country', 'country road']",6BCrbWBpb8d6KWmEqZ41tr,https://p.scdn.co/mp3-preview/2629b16ff68c1879255568b397def81d955c8802?cid=b8d3901151d34489a160e3cf0ab1fa94,248426.0,0.0,Welcome To The Fishbowl,0.466,0.704,1.0,-7.169,1.0,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,4.0,60.0,4,-0.02004779794885681,-1.6328857835025081
23087,23087,http://www.billboard.com/charts/hot-100/2012-07-28,2012-07-28,94,Gold On The Ceiling,The Black Keys,Gold On The CeilingThe Black Keys,2,,94,4,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",5lN1EH25gdiqT1SFALMAq1,https://p.scdn.co/mp3-preview/ff2b18fdee4aa8f3945a03b6adcb2b67e04b9448?cid=b8d3901151d34489a160e3cf0ab1fa94,224333.0,0.0,El Camino,0.505,0.833,0.0,-4.632,1.0,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4.0,70.0,4,-1.2089713974159522,-1.6022331276046515
22960,22960,http://www.billboard.com/charts/hot-100/2012-07-28,2012-07-28,93,Something To Do With My Hands,Thomas Rhett,Something To Do With My HandsThomas Rhett,1,,93,1,"['contemporary country', 'country', 'country road', 'modern country rock']",6iWg88k0UH7BjBP2yWXM0i,,199346.0,0.0,It Goes Like This,0.561,0.932,1.0,-4.443,1.0,0.0433,0.00841,4.97e-05,0.0992,0.495,126.116,4.0,49.0,0,-1.5619040106575115,-1.4244390557111795
15542,15542,http://www.billboard.com/charts/hot-100/2012-07-28,2012-07-28,58,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne","Take It To The HeadDJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",1,60.0,58,15,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6yOGrvkrcv5SbgzMkox2p8,,264760.0,1.0,Take It To The Head,0.706,0.843,11.0,-2.436,0.0,0.0722,0.00176,0.0,0.317,0.635,141.98,4.0,48.0,3,-2.277601676980436,0.8532328466783394
16140,16140,http://www.billboard.com/charts/hot-100/2012-07-28,2012-07-28,61,Nobody's Perfect,J. Cole Featuring Missy Elliott,Nobody's PerfectJ. Cole Featuring Missy Elliott,1,61.0,61,9,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",6Nw1WHydftZy2joT2nTiCR,,190653.0,1.0,Cole World: The Sideline Story,0.793,0.498,8.0,-11.208,0.0,0.17,0.0974,1.26e-05,0.13,0.427,119.988,4.0,65.0,9,1.5102604010214598,2.277050721542705
20914,20914,http://www.billboard.com/charts/hot-100/2012-07-28,2012-07-28,84,Glass,Thompson Square,GlassThompson Square,1,96.0,84,6,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",1jhgT2iu9vcwQy0ukJ8fgW,https://p.scdn.co/mp3-preview/bc56e4da3bf1a5337b2587d9a0dd0fbd78492b8e?cid=b8d3901151d34489a160e3cf0ab1fa94,231680.0,0.0,Thompson Square,0.576,0.524,1.0,-4.961,1.0,0.026,0.299,4.5e-06,0.13,0.263,75.963,4.0,44.0,1,1.0246434712120123,-1.5092830326452038
