,Unnamed: 0,hot_100_url,WeekID,Week Positon,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Genres,spotify_track_id,spotify_track_preview_url,Duration (ms),Explicit,Album,Danceability,Energy,Key,Loudness (db),Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Popularity,Predictions,pca1,pca2
17564,17564,http://www.billboard.com/charts/hot-100/2016-02-06,2016-02-06,68,Dessert,Dawin,DessertDawin,1,79.0,68,7,['nyc pop'],0mxoXsr14ILAYcXZBMJcOs,,210893.0,0.0,Dessert,0.865,0.732,6.0,-5.242,1.0,0.0436,0.069,0.0,0.0397,0.742,97.019,4.0,57.0,0,-1.1317497450857184,-0.27108978940962464
2451,2451,http://www.billboard.com/charts/hot-100/2016-02-06,2016-02-06,5,Here,Alessia Cara,HereAlessia Cara,1,6.0,5,25,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop']",1wYZZtamWTQAoj8B812uKQ,,199453.0,0.0,Know-It-All (Deluxe),0.376,0.821,0.0,-3.974,1.0,0.104,0.0785,0.0,0.0823,0.331,120.462,4.0,67.0,0,-0.7060166981101286,-1.8092231433606474
7801,7801,http://www.billboard.com/charts/hot-100/2016-02-06,2016-02-06,23,Say It,Tory Lanez,Say ItTory Lanez,1,26.0,23,14,"['canadian hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap']",2Gyc6e2cLxA5hoX1NOvYnU,,237786.0,1.0,I Told You,0.546,0.529,11.0,-10.511,0.0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,4.0,74.0,0,1.7743685865962586,0.7312415772560156
23885,23885,http://www.billboard.com/charts/hot-100/2016-02-06,2016-02-06,98,Lean & Dabb,iLoveMemphis,Lean & DabbiLoveMemphis,1,,98,1,['viral trap'],3anp5nvmUKwMBEIEL1sPHR,https://p.scdn.co/mp3-preview/54e4f6be16d8fc960c552e079e35acd1e80da333?cid=b8d3901151d34489a160e3cf0ab1fa94,237053.0,0.0,Lean and Dabb,0.795,0.646,8.0,-9.001,1.0,0.436,0.0192,0.0,0.278,0.619,80.027,4.0,43.0,0,0.06628089184022286,1.5878098299363141
12559,12559,http://www.billboard.com/charts/hot-100/2016-02-06,2016-02-06,45,Best Friend,Young Thug,Best FriendYoung Thug,1,52.0,45,9,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",33JcUj9qQDayKswunZP9ar,https://p.scdn.co/mp3-preview/f7c7a0b5c7c832387e336f61993f8b4a8c88c29a?cid=b8d3901151d34489a160e3cf0ab1fa94,213000.0,1.0,Best Friend,0.959,0.598,8.0,-5.534,1.0,0.0713,0.0358,0.0,0.358,0.408,127.029,4.0,67.0,0,-0.4974024209044961,1.5871612334926277
2964,2964,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,6,Roses,The Chainsmokers Featuring Rozes,RosesThe Chainsmokers Featuring Rozes,1,8.0,6,15,"['electropop', 'pop', 'tropical house']",3vv9phIu6Y1vX3jcqaGz5Z,https://p.scdn.co/mp3-preview/551ca104a8e572832a6873d5d6b205c430e291fd?cid=b8d3901151d34489a160e3cf0ab1fa94,226738.0,0.0,Roses,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001,4.0,74.0,0,-0.42016284530995673,-0.6756139640372929
14097,14097,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,52,Get Ugly,Jason Derulo,Get UglyJason Derulo,1,54.0,52,6,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",1dl3vuXJS9anUXE7XnNP75,https://p.scdn.co/mp3-preview/8ab11d3d98e01500a849f8713eabb6af766bdbf4?cid=b8d3901151d34489a160e3cf0ab1fa94,200492.0,1.0,Everything Is 4,0.75,0.683,9.0,-4.829,0.0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,4.0,66.0,0,-0.9240968318521239,1.532759276911389
23621,23621,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,97,Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The BottleCurren$Y Featuring August Alsina & Lil Wayne,1,,97,1,"['alternative hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",4WC72P8F0CnYmqoPYQ7JDD,https://p.scdn.co/mp3-preview/c964913389ad575a0773fda77e821cfadf2e24f7?cid=b8d3901151d34489a160e3cf0ab1fa94,238338.0,1.0,Canal Street Confidential (Deluxe),0.739,0.539,6.0,-9.735,1.0,0.337,0.0161,0.0,0.235,0.835,85.082,4.0,54.0,0,0.41435924337061286,2.2402974797214967
14955,14955,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,56,Bake Sale,Wiz Khalifa Featuring Travi$ Scott,Bake SaleWiz Khalifa Featuring Travi$ Scott,1,,56,1,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0tPShxf8VJUH6RBDEP3tVB,https://p.scdn.co/mp3-preview/9dc8f6a46c00635ef7368717924a6a28f6e036be?cid=b8d3901151d34489a160e3cf0ab1fa94,238533.0,1.0,Bake Sale (feat. Travis Scott),0.864,0.551,3.0,-5.198,1.0,0.22,0.144,0.0,0.104,0.38,139.934,4.0,60.0,0,0.2089396012275671,1.6758309513238505
17095,17095,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,65,Walking On A Dream,Empire Of The Sun,Walking On A DreamEmpire Of The Sun,1,82.0,65,2,"['alternative dance', 'australian dance', 'australian electropop', 'dance-punk', 'electropop', 'indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'pop']",5r5cp9IpziiIsR6b93vcnQ,,198440.0,0.0,Walking On A Dream (10th Anniversary Edition),0.871,0.701,5.0,-5.594,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4.0,74.0,0,-0.7123596322312327,0.2535676784153196
11054,11054,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,38,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,Home Alone TonightLuke Bryan Featuring Karen Fairchild,1,44.0,38,10,"['contemporary country', 'country', 'country road']",0RE8WWlaCQM6M4XHUK3u7b,,190773.0,0.0,Kill The Lights (Deluxe),0.498,0.968,8.0,-1.18,1.0,0.113,0.076,0.0,0.0947,0.491,161.989,4.0,59.0,0,-2.4682443287263465,-1.39944221470696
16871,16871,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,64,Watch Out,2 Chainz,Watch Out2 Chainz,1,88.0,64,5,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",22DKsoYFV5npPXmnPpXL7i,,207813.0,1.0,Watch Out,0.901,0.509,8.0,-6.777,0.0,0.492,0.842,0.0,0.0531,0.544,129.924,4.0,63.0,0,1.6982685659002228,3.465293175262195
3181,3181,http://www.billboard.com/charts/hot-100/2016-02-13,2016-02-13,7,Hands To Myself,Selena Gomez,Hands To MyselfSelena Gomez,1,21.0,7,8,"['dance pop', 'pop', 'post-teen pop']",1LoriJC05IrHIDwj3q0KC1,,200680.0,0.0,Revival (Deluxe),0.811,0.499,5.0,-7.161,0.0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,4.0,68.0,0,0.12273297817453638,0.7562985175759356
23684,23684,http://www.billboard.com/charts/hot-100/2016-02-20,2016-02-20,97,Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx","JamKevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",1,,97,1,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2IAaBzOLUtr2hqcwOItFWJ,https://p.scdn.co/mp3-preview/f238200ac74b2c7b86dbc03efb22c0d1ff5a1cdf?cid=b8d3901151d34489a160e3cf0ab1fa94,213533.0,1.0,Islah (Deluxe),0.744,0.633,2.0,-7.732,1.0,0.113,0.0333,0.0,0.144,0.549,120.011,4.0,55.0,0,0.10829741301967427,1.024377702058616
19215,19215,http://www.billboard.com/charts/hot-100/2016-02-20,2016-02-20,76,Bang My Head,David Guetta Featuring Sia & Fetty Wap,Bang My HeadDavid Guetta Featuring Sia & Fetty Wap,1,79.0,76,4,"['dance pop', 'edm', 'pop']",53Y0kdCa1CZ9gRqEuknfwy,https://p.scdn.co/mp3-preview/c14b50dd5c3ad42984a0e52e49339c783fe0e3ef?cid=b8d3901151d34489a160e3cf0ab1fa94,193333.0,0.0,Listen Again,0.599,0.869,0.0,-3.697,1.0,0.0789,0.0525,0.00719,0.103,0.593,108.061,4.0,66.0,0,-1.5491137059902664,-1.1552790388113334
23064,23064,http://www.billboard.com/charts/hot-100/2016-02-20,2016-02-20,94,Country Nation,Brad Paisley,Country NationBrad Paisley,1,94.0,94,2,"['contemporary country', 'country', 'country road']",4yL5WpJZmoxAV4udhE55VY,https://p.scdn.co/mp3-preview/a4bec3aa20e759254dd175bd45dfdc29ff76feba?cid=b8d3901151d34489a160e3cf0ab1fa94,225413.0,0.0,Moonshine in the Trunk,0.387,0.861,4.0,-5.529,1.0,0.0413,0.0389,0.00047,0.1,0.482,177.94,4.0,48.0,0,-1.0718860700892838,-1.9046339305624547
651,651,http://www.billboard.com/charts/hot-100/2016-02-20,2016-02-20,1,Pillowtalk,Zayn,PillowtalkZayn,1,,1,1,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0PDUDa38GO8lMxLCRc4lL1,https://p.scdn.co/mp3-preview/61144d52a3b955f9649313fa416b397acc0b28a6?cid=b8d3901151d34489a160e3cf0ab1fa94,202746.0,1.0,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81'}, 'href': 'https://api.spotify.com/v1/artists/5ZsFI1h6hIdQRw2ti0hz81', 'id': '5ZsFI1h6hIdQRw2ti0hz81', 'name': 'ZAYN', 'type': 'artist', 'uri': 'spotify:artist:5ZsFI1h6hIdQRw2ti0hz81'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5amj9zNeZ3B2EdpBgXrOZ0'}, 'href': 'https://api.spotify.com/v1/albums/5amj9zNeZ3B2EdpBgXrOZ0', 'id': '5amj9zNeZ3B2EdpBgXrOZ0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a15e26d05b7ce776b566579d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a15e26d05b7ce776b566579d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a15e26d05b7ce776b566579d', 'width': 64}], 'name': 'Mind Of Mine (Deluxe Edition)', 'release_date': '2016-03-25', 'release_date_precision': 'day', 'total_tracks': 18, 'type': 'album', 'uri': 'spotify:album:5amj9zNeZ3B2EdpBgXrOZ0'}",0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,4.0,79.0,0,-0.5557909780097605,0.011911028004149221
3000,3000,http://www.billboard.com/charts/hot-100/2016-02-20,2016-02-20,6,Summer Sixteen,Drake,Summer SixteenDrake,1,,6,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",17Q87zeXgsAi9iQQbMu9v0,,202450.0,1.0,Summer Sixteen,0.592,0.455,1.0,-7.698,1.0,0.393,0.00322,3.72e-05,0.154,0.0633,146.316,4.0,60.0,0,1.4783549007766064,1.884773416213232
23225,23225,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,94,Whisper,Chase Rice,WhisperChase Rice,1,,94,1,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",6EdSZmWCQJfO8T66x9VCID,https://p.scdn.co/mp3-preview/38bbd85e65d393458800734b745bc6a2f4be1b65?cid=b8d3901151d34489a160e3cf0ab1fa94,191213.0,0.0,Whisper,0.509,0.891,2.0,-4.89,1.0,0.0757,0.0138,0.0,0.063,0.631,128.108,4.0,48.0,0,-1.50255607713489,-1.350015011466617
1368,1368,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,2,Stressed Out,twenty one pilots,Stressed Outtwenty one pilots,3,4.0,2,21,"['modern rock', 'rock']",3CRDbSIZ4r5MsZ0YwxuEkn,https://p.scdn.co/mp3-preview/0e0951b811f06fea9162eb7e95e4bae4802d97af?cid=b8d3901151d34489a160e3cf0ab1fa94,202333.0,0.0,Blurryface,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4.0,84.0,0,-0.7972215845762466,0.3935503176536875
13394,13394,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,49,Backroad Song,Granger Smith,Backroad SongGranger Smith,1,55.0,49,10,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck', 'texas country']",6naYpFIKihKbGg6lGxpveI,https://p.scdn.co/mp3-preview/bcbca3f769898902d9c5f4476f85a42edc794f05?cid=b8d3901151d34489a160e3cf0ab1fa94,236786.0,0.0,Remington,0.488,0.833,11.0,-6.571,1.0,0.0437,0.0352,0.0172,0.34,0.751,174.006,4.0,62.0,0,-1.5326502060761493,-1.2852895658728785
10931,10931,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,37,Stand By You,Rachel Platten,Stand By YouRachel Platten,2,37.0,37,13,"['pop', 'post-teen pop', 'viral pop']",3kSXn1osC89W8JcPLozTzs,https://p.scdn.co/mp3-preview/42ae0e6a35961e8655bf78bd432d96ebf1d5e84d?cid=b8d3901151d34489a160e3cf0ab1fa94,219000.0,0.0,Wildfire,0.506,0.897,9.0,-4.632,1.0,0.26,0.146,0.000451,0.0868,0.525,188.03,4.0,66.0,0,-1.4257632180765591,-0.5355467442180013
543,543,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,1,Love Yourself,Justin Bieber,Love YourselfJustin Bieber,1,2.0,1,13,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",50kpGaPAhYJ3sGmk6vplg0,,233720.0,0.0,Purpose (Deluxe),0.607,0.376,4.0,-9.954,1.0,0.453,0.856,0.0,0.285,0.545,102.541,4.0,83.0,0,2.971501762769937,0.8515712628217104
15413,15413,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,58,Dibs,Kelsea Ballerini,DibsKelsea Ballerini,2,66.0,58,15,"['contemporary country', 'pop']",6FWrlXo99QRmPtOeUSWDjv,https://p.scdn.co/mp3-preview/205365bb4c128a404c5a16c3f93ba717bcee2f7f?cid=b8d3901151d34489a160e3cf0ab1fa94,183946.0,0.0,The First Time,0.638,0.733,4.0,-4.7,1.0,0.052,0.231,0.0,0.103,0.651,87.999,4.0,58.0,0,-0.6724958605713771,-1.030339806476545
20702,20702,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,83,Die A Happy Man,Nelly,Die A Happy ManNelly,1,,83,1,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",1mExCoXAGKI6abLGXoG7O3,https://p.scdn.co/mp3-preview/b9a704af018ec343f650c628869862dbfe21d8a9?cid=b8d3901151d34489a160e3cf0ab1fa94,214495.0,0.0,Die a Happy Man,0.65,0.745,1.0,-3.795,0.0,0.0333,0.0232,0.0,0.0754,0.167,88.032,4.0,51.0,0,-0.4219098323027882,-0.8005445182380619
5107,5107,http://www.billboard.com/charts/hot-100/2016-02-27,2016-02-27,13,Adventure Of A Lifetime,Coldplay,Adventure Of A LifetimeColdplay,1,36.0,13,14,"['permanent wave', 'pop']",69uxyAqqPIsUyTO8txoP2M,https://p.scdn.co/mp3-preview/f5c8203c517a906dd581e0faeca84d1e0206c8b6?cid=b8d3901151d34489a160e3cf0ab1fa94,263786.0,0.0,A Head Full of Dreams,0.638,0.924,7.0,-3.887,1.0,0.0359,0.00205,0.000173,0.149,0.529,111.995,4.0,75.0,0,-1.7691683883130491,-1.3423175302144337
14594,14594,http://www.billboard.com/charts/hot-100/2016-03-05,2016-03-05,54,Make Me Like You,Gwen Stefani,Make Me Like YouGwen Stefani,1,,54,1,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rock', 'post-teen pop']",2WIxwn8LZRI7knO1VbwdaE,,216946.0,0.0,This Is What The Truth Feels Like,0.741,0.714,5.0,-4.739,0.0,0.0476,0.0403,1.58e-05,0.127,0.799,118.036,4.0,53.0,0,-1.4071050912113812,-0.14242578406224546
4986,4986,http://www.billboard.com/charts/hot-100/2016-03-05,2016-03-05,12,One Call Away,Charlie Puth,One Call AwayCharlie Puth,1,15.0,12,12,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",7soJgKhQTO8hLP2JPRkL5O,https://p.scdn.co/mp3-preview/0c4bed645d246486c6b16fe0ac48d418259edecf?cid=b8d3901151d34489a160e3cf0ab1fa94,194453.0,0.0,Nine Track Mind,0.667,0.613,1.0,-5.353,1.0,0.0344,0.403,0.0,0.115,0.47,91.024,4.0,68.0,0,0.5101018121271315,-1.081642543808958
17609,17609,http://www.billboard.com/charts/hot-100/2016-03-05,2016-03-05,68,Hollow,Tori Kelly,HollowTori Kelly,1,93.0,68,10,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",160hN2OsDXnmgExwtG7cvD,,210606.0,0.0,Hollow,0.61,0.664,2.0,-6.838,0.0,0.0372,0.0187,0.0049,0.473,0.426,126.085,4.0,59.0,0,-0.3959091772419786,-0.39518507559630656
5644,5644,http://www.billboard.com/charts/hot-100/2016-03-05,2016-03-05,14,When We Were Young,Adele,When We Were YoungAdele,1,20.0,14,13,"['british soul', 'pop', 'uk pop']",7IWkJwX9C0J7tHurTD7ViL,https://p.scdn.co/mp3-preview/659a35907dfd65e8da36b1f9129415b749eda99f?cid=b8d3901151d34489a160e3cf0ab1fa94,290906.0,0.0,25,0.381,0.594,3.0,-5.97,1.0,0.0486,0.348,0.0,0.0925,0.273,143.86,4.0,74.0,0,1.0851965636711853,-2.1484936900688565
16993,16993,http://www.billboard.com/charts/hot-100/2016-03-05,2016-03-05,65,Jimmy Choo,Fetty Wap,Jimmy ChooFetty Wap,1,69.0,65,2,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7s49Um7G06hq2rulrHPsIy,https://p.scdn.co/mp3-preview/2ffde1543177ae58aa84845f601a5dff3e4207a7?cid=b8d3901151d34489a160e3cf0ab1fa94,176855.0,1.0,Jimmy Choo,0.893,0.646,11.0,-5.073,0.0,0.1,0.112,0.0,0.104,0.468,132.97,4.0,57.0,0,-0.5732404602024511,1.9388020023612211
11930,11930,http://www.billboard.com/charts/hot-100/2016-03-05,2016-03-05,42,Heartbeat,Carrie Underwood,HeartbeatCarrie Underwood,1,55.0,42,7,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",05BgC2247XGi8ySwBzOO0o,https://p.scdn.co/mp3-preview/e2780e31843070e16785407b1d9ec7112be32f1c?cid=b8d3901151d34489a160e3cf0ab1fa94,209920.0,0.0,Storyteller,0.54,0.766,1.0,-4.478,1.0,0.05,0.606,0.0,0.0903,0.435,139.999,4.0,64.0,0,0.20905738648451572,-1.6698004827587107
19426,19426,http://www.billboard.com/charts/hot-100/2016-03-05,2016-03-05,77,All I Ask,Adele,All I AskAdele,1,,77,1,"['british soul', 'pop', 'uk pop']",1wMALZpuqAy7amQsFBWQ8m,https://p.scdn.co/mp3-preview/ea4a13058c5cd0d75af633b6ed8107412b07c94d?cid=b8d3901151d34489a160e3cf0ab1fa94,271800.0,0.0,25,0.587,0.283,4.0,-5.473,1.0,0.0279,0.882,0.0,0.149,0.343,141.961,4.0,71.0,0,2.64919023608987,-1.5439903154352081
5155,5155,http://www.billboard.com/charts/hot-100/2016-03-12,2016-03-12,13,Down In The DM,Yo Gotti Featuring Nicki Minaj,Down In The DMYo Gotti Featuring Nicki Minaj,1,18.0,13,13,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1LxKKYsJNPeBdOwdudsJzv,https://p.scdn.co/mp3-preview/b5705faa24465fdd349f28ca98d16f308793aa1c?cid=b8d3901151d34489a160e3cf0ab1fa94,182733.0,1.0,The Art of Hustle (Deluxe),0.776,0.662,1.0,-7.016,0.0,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927,4.0,64.0,0,0.012191584481820221,1.3216081196313816
21581,21581,http://www.billboard.com/charts/hot-100/2016-03-12,2016-03-12,87,Look At My Dab,Migos,Look At My DabMigos,1,,87,1,"['atl hip hop', 'pop rap', 'rap', 'trap']",20n5AhSbetBMt6Xbrm4fa7,https://p.scdn.co/mp3-preview/f035ed07a9461f36664274148a3462294525fcc8?cid=b8d3901151d34489a160e3cf0ab1fa94,217226.0,1.0,Look At My Dab,0.841,0.611,10.0,-3.943,1.0,0.175,0.0568,0.0,0.47,0.391,137.048,4.0,45.0,0,-0.8968404073770587,1.636677445427367
12260,12260,http://www.billboard.com/charts/hot-100/2016-03-12,2016-03-12,43,Something In The Way You Move,Ellie Goulding,Something In The Way You MoveEllie Goulding,1,62.0,43,5,"['dance pop', 'edm', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",3ZCDG0nujwGfxrEmZlZoEt,,227423.0,0.0,Delirium (Deluxe),0.658,0.814,1.0,-6.157,0.0,0.0493,0.0398,0.0,0.114,0.316,109.004,4.0,54.0,0,-0.4294283400771942,-0.5840604568167552
7705,7705,http://www.billboard.com/charts/hot-100/2016-03-12,2016-03-12,23,Hide Away,Daya,Hide AwayDaya,2,26.0,23,23,"['australian pop', 'dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",0uyZ5ckiIUbFZd3P6RWmrj,https://p.scdn.co/mp3-preview/9f08a24048a8c4486b0ecaeb8b50ffc24b104c9e?cid=b8d3901151d34489a160e3cf0ab1fa94,192376.0,0.0,Sit Sti,0.885,0.801,11.0,-4.716,0.0,0.0882,0.225,1.65e-06,0.0733,0.466,95.011,4.0,66.0,0,-0.872695512854925,0.4043836057009495
14497,14497,http://www.billboard.com/charts/hot-100/2016-03-12,2016-03-12,54,Break On Me.,Keith Urban,Break On Me.Keith Urban,1,66.0,54,9,"['australian country', 'contemporary country', 'country', 'country road']",2wu2C3Tij2Prb7LIbutDqB,,208360.0,0.0,Ripcord,0.618,0.746,8.0,-7.1,1.0,0.0311,0.387,0.000215,0.108,0.455,87.005,4.0,55.0,0,0.4445757525207031,-1.206827921159357
15685,15685,http://www.billboard.com/charts/hot-100/2016-03-19,2016-03-19,59,It's You,Zayn,It's YouZayn,1,,59,1,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",6dtWKqqdveI3YvdYJQKWWn,https://p.scdn.co/mp3-preview/dc52c29b8b7ed68075a8c9032537b450e1cc689d?cid=b8d3901151d34489a160e3cf0ab1fa94,226653.0,1.0,Mind Of Mine (Deluxe Edition),0.611,0.319,5.0,-10.743,1.0,0.0357,0.815,0.0151,0.108,0.176,124.92,4.0,63.0,0,4.028765946642139,0.12500841171058474
15992,15992,http://www.billboard.com/charts/hot-100/2016-03-19,2016-03-19,60,We Went,Randy Houser,We WentRandy Houser,2,63.0,60,11,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",7JnorPtXApoUw2AuJUGLY1,https://p.scdn.co/mp3-preview/be512d8490170816cd678707a8f39cec339c5e42?cid=b8d3901151d34489a160e3cf0ab1fa94,179360.0,0.0,Fired Up,0.646,0.882,4.0,-3.77,0.0,0.0371,0.097,0.0,0.311,0.544,101.997,4.0,58.0,0,-1.7278418020831108,-0.5712507698737046
3689,3689,http://www.billboard.com/charts/hot-100/2016-03-19,2016-03-19,8,Piece By Piece,Kelly Clarkson,Piece By PieceKelly Clarkson,1,,8,1,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",3KbFtYPyVP6C7BQVgH2cCf,https://p.scdn.co/mp3-preview/2b78e71461880e0c0ae14fec79a175f103aa9f78?cid=b8d3901151d34489a160e3cf0ab1fa94,212280.0,0.0,Piece By Piece (Deluxe Version),0.561,0.245,1.0,-6.372,1.0,0.0344,0.904,0.0,0.0933,0.402,109.558,4.0,67.0,0,3.064500867622571,-1.4426260970214686
23397,23397,http://www.billboard.com/charts/hot-100/2016-03-19,2016-03-19,95,Til It Happens To You,Lady Gaga,Til It Happens To YouLady Gaga,1,,95,1,"['dance pop', 'pop']",0bCCGLHflR08UVA6oJJc8I,,258093.0,0.0,Til It Happens To You,0.407,0.558,0.0,-4.753,1.0,0.0347,0.501,0.0,0.093,0.143,113.666,4.0,59.0,0,1.5182728585008212,-2.2408729819965507
6899,6899,http://www.billboard.com/charts/hot-100/2016-03-19,2016-03-19,20,Back To Sleep,Chris Brown,Back To SleepChris Brown,1,36.0,20,12,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6dlpABcXrQKRU9G00i6Zba,https://p.scdn.co/mp3-preview/35e50b51ec5a152dfcc21644c981b60c71794f7a?cid=b8d3901151d34489a160e3cf0ab1fa94,201253.0,1.0,Royalty (Deluxe Version),0.647,0.646,9.0,-5.483,0.0,0.243,0.0424,0.0,0.0888,0.721,92.981,4.0,66.0,0,-0.6203372596453398,1.7372453381384323
